id,date,headline,body,combined,section,url,query
fashion/2025/sep/25/prada-glamour-utilitarian-collection-uniform-milan-fashion-week,2025-09-25,Prada injects glamour into its collection inspired by uniform,"With wars raging around the world, crackdowns at the US’s borders and military pomp in Beijing, uniform is everywhere – and not in a good way. It is, perhaps, not the obvious choice for a fun fashion trend. But Miuccia Prada has always loved uniform, and she refuses to cede her favourite fashion territory to the dark side. “I am always trying to build a new kind of elegance,” she said after the Prada show in Milan, a collaboration with her co-designer Raf Simons. “In a uniform you are protected, you are neutral, it allows you to think.” For women, uniforms offer “authority and agency”, she said. “A woman can feel amazing and chic and luxurious in a uniform, just as much as in a dress.” The show began with a boxy short sleeve shirt with buttoned pockets – the kind that usually comes with insignia or name badges, instead of Prada’s triangle logo. There were V-neck sweaters, and trousers with ironed-in pleats. But there was a frivolous side to the collection too. The utilitarian was spiked with splashes of glamour: a taffeta puffball skirt worn under a rainmac, satin opera gloves to liven up those sensible shirts. “My dad was a nightwatchman, and I always saw him in uniform,” Simons said backstage. “He was the sweetest man, a caring family man. So for me, uniform has a nice feeling, it is not about war, or the army. The world is so hardcore now, but there is still so much beauty. We have to find a way through.” Perhaps in a sign of our diametrically opposed appetite for escapism, the 18th century is also very hot right now. After pannier-hipped skirts inspired by Marie Antoinette were the curveball trend of London fashion week, Max Mara looked to an earlier Versailles style icon, Madame de Pompadour, and the paintings of Fragonard and Gainsborough, for inspiration. Max Mara makes clothes for professional women who have risen high enough on the career ladder to afford them. Madame de Pompadour is a more appropriate Max Mara muse than Marie Antoinette, designer Ian Griff","Prada injects glamour into its collection inspired by uniform. With wars raging around the world, crackdowns at the US’s borders and military pomp in Beijing, uniform is everywhere – and not in a good way. It is, perhaps, not the obvious choice for a fun fashion trend. But Miuccia Prada has always loved uniform, and she refuses to cede her favourite fashion territory to the dark side. “I am always trying to build a new kind of elegance,” she said after the Prada show in Milan, a collaboration with her co-designer Raf Simons. “In a uniform you are protected, you are neutral, it allows you to think.” For women, uniforms offer “authority and agency”, she said. “A woman can feel amazing and chic and luxurious in a uniform, just as much as in a dress.” The show began with a boxy short sleeve shirt with buttoned pockets – the kind that usually comes with insignia or name badges, instead of Prada’s triangle logo. There were V-neck sweaters, and trousers with ironed-in pleats. But there was a frivolous side to the collection too. The utilitarian was spike",Fashion,https://www.theguardian.com/fashion/2025/sep/25/prada-glamour-utilitarian-collection-uniform-milan-fashion-week,"""prada"" AND (""luxury"" OR ""fashion"" OR ""stock"")"
fashion/2025/sep/29/giorgio-armanis-final-show-a-catwalk-memorial-choreographed-by-himself,2025-09-29,Giorgio Armani’s final show: a catwalk memorial choreographed by himself,"In a fitting twist of fate the legendarily strong-willed Giorgio Armani, who towered over Milanese fashion for half a century and controlled every stitch of his empire right up until his death, got to choreograph his catwalk memorial himself. Armani spent his final months planning a celebration of 50 years of his brand with a show in the romantic cloistered courtyard of the Pinacoteca di Brera gallery in central Milan, where an exhibition dedicated to Armani has just opened. “Save the Date” notices for the night of 28 September had gone out before his death earlier this month. The anniversary became an arrivederci. Armani’s extravaganza went ahead, sadder but also grander and more spectacular than he had intended. Invitations had issued a black tie dress code, along with a T-shirt with a black and white portrait of a young Armani. Several guests wore the T-shirt under a tuxedo. In the front row Lauren Hutton, in a white suit, sat alongside Cate Blanchett and a snowy haired Richard Gere, whose Armani-clad turn in the 1980 film American Gigolo made stars of both actor and designer. “I had to be here for him,” said the designer Paul Smith. “He was a brilliant man, but also down to earth like me. The first time I met him, he was sweeping the street outside his store. If you think about it, he was probably the first person to wear a T-shirt under a suit. Now everybody does that.” After a week of torrential rain the skies were blue above a pearlescent catwalk in the lantern-filled courtyard. The last collection Armani worked on was, appropriately enough, an unusually personal and sentimental affair. The clothes were a love letter to two of Armani’s favourite places: the historic Brera district of the city where he lived and worked and the island of Pantelleria, where he had a holiday home. There was the signature softly assertive tailoring, in a double-breasted jacket with balloon trousers, easy dresses in the piercing blue of the Mediterranean sea in featherlight organza","Giorgio Armani’s final show: a catwalk memorial choreographed by himself. In a fitting twist of fate the legendarily strong-willed Giorgio Armani, who towered over Milanese fashion for half a century and controlled every stitch of his empire right up until his death, got to choreograph his catwalk memorial himself. Armani spent his final months planning a celebration of 50 years of his brand with a show in the romantic cloistered courtyard of the Pinacoteca di Brera gallery in central Milan, where an exhibition dedicated to Armani has just opened. “Save the Date” notices for the night of 28 September had gone out before his death earlier this month. The anniversary became an arrivederci. Armani’s extravaganza went ahead, sadder but also grander and more spectacular than he had intended. Invitations had issued a black tie dress code, along with a T-shirt with a black and white portrait of a young Armani. Several guests wore the T-shirt under a tuxedo. In the front row Lauren Hutton, in a white suit, sat alongside Cate Blanchett and a snowy haired Richard Gere",Fashion,https://www.theguardian.com/fashion/2025/sep/29/giorgio-armanis-final-show-a-catwalk-memorial-choreographed-by-himself,"""LVMH"" AND ""fashion"""
fashion/2025/oct/01/stella-mccartney-pioneers-plant-based-fashion-feathers-fevvers,2025-10-01,No plucking way: Stella McCartney pioneers plant-based fashion feathers,"Stella McCartney is trying to save the world, one feather at a time. Or rather one “fevver”, a new plant-based product that has the look of a feather without the bird, which made its first ever appearance at the designer’s spring/summer show in Paris. “It’s weird to me that feathers being plucked from a bird are seen as delicate in fashion,” said McCartney backstage at the Centre Pompidou in Paris. “I’m trying to show that you can still have the theatre of fashion without the animal compromise.” Made from a plant-based material and naturally dyed, fevvers appeared in the final three looks of her collection including a sweeping off-centre lilac dress worn by the model, Alex Consani, who closed the show. The collection was called Come Together, and began with a thespian reading of the Beatles song by Helen Mirren in the centre’s main hall. Backstage, wearing a grey Stella suit, Mirren described the collection as “utterly gorgeous, particularly the gowns”. McCartney said that “growing up, [Come Together] was always John’s song” but she chose it on Tuesday night, “because there are so many double entendres – I love the slutty sex of the lyrics – but also the idea of the Stella man and the Stella woman coming together”. On the catwalk, that binary played out in a fairly prescriptive manner with big suits and high hemlines. But in reality, the clothes had mass, wearable appeal. Standouts included draped corseted gowns and micro-dresses in teal and beige fevvers “for her”. “For him” there were slouchy denim, outsized jackets sliced at the sides and swooshy wide-leg trousers, which have become a McCartney trademark. Next year, McCartney’s label turns 25 and in all that time she has never used leather, fur or skins. Last year she was able to buy back the minority stake held since 2019 by the biggest fashion conglomerate in the world, LVMH, in order to pursue her eco-crusade independently. Still, the brand has been operating with sizable losses and shrinking revenues, which s","No plucking way: Stella McCartney pioneers plant-based fashion feathers. Stella McCartney is trying to save the world, one feather at a time. Or rather one “fevver”, a new plant-based product that has the look of a feather without the bird, which made its first ever appearance at the designer’s spring/summer show in Paris. “It’s weird to me that feathers being plucked from a bird are seen as delicate in fashion,” said McCartney backstage at the Centre Pompidou in Paris. “I’m trying to show that you can still have the theatre of fashion without the animal compromise.” Made from a plant-based material and naturally dyed, fevvers appeared in the final three looks of her collection including a sweeping off-centre lilac dress worn by the model, Alex Consani, who closed the show. The collection was called Come Together, and began with a thespian reading of the Beatles song by Helen Mirren in the centre’s main hall. Backstage, wearing a grey Stella suit, Mirren described the collection as “utterly gorgeous, particularly the gowns”. McCartney said that “growing up,",Fashion,https://www.theguardian.com/fashion/2025/oct/01/stella-mccartney-pioneers-plant-based-fashion-feathers-fevvers,"""LVMH"" AND ""fashion"""
stage/2025/oct/01/the-best-theatre-to-stream-this-month-chris-o-dowd-conor-mcpherson-wicked,2025-10-01,The best theatre to stream this month: Chris O’Dowd rules the roost in Conor McPherson’s family saga,"The Brightening Air Almost 30 years after The Weir made him the toast of Theatreland, Conor McPherson is the talk of the town again. His consummate West End revival reaffirms that Irish pub drama’s allure, he has adapted The Hunger Games for an adventurous immersive staging in Canary Wharf and his blazing Bob Dylan musical recently returned to the Old Vic. McPherson’s sprawling and mystical farmhouse saga The Brightening Air, set in 1980s County Sligo in Ireland and starring Chris O’Dowd, comes to NT at Home on 14 October. Frankenstein “The idea of a creature made of shreds of other people – well, that’s all of us, isn’t it?” Mark Bruce teases out universal truths from Mary Shelley’s gothic melodrama with his striking dance-theatre version incorporating Greek myths. On Marquee TV. 6.58: Manifesto Dance Umbrella festival is back in venues across London, with a complementary digital programme of discussions and films including this one from Andrea Peña &amp; Artists. It asks “what it means to be human in a post-industrial, hyper-technological world”, with the help of dancers, a DJ and an opera singer. Creditors Forty years after The Jewel in the Crown, Charles Dance, Geraldine James and Nicholas Farrell reunite at Richmond’s intimate Orange Tree theatre for August Strindberg’s three-hander about art and artifice. Available 14-17 October. The Wild Duck Last year, Alan Lucien Øyen staged The Wild Duck at London’s Coronet but the director is also a leading figure in Norwegian dance and he choreographed this version of Ibsen’s family drama at Oslo Opera House. The Norwegian National Ballet production is on Marquee TV. Wicked If your kids are counting the days until the second Wicked movie, a new card of songs from the first film – to be used on the colourful audio player Yoto, designed for little listeners – will help them catch up with the story so far. Feû A childhood memory of being caught amid a swarm of dragonflies in Morocco inspired this entrancing, restless piece ","The best theatre to stream this month: Chris O’Dowd rules the roost in Conor McPherson’s family saga. The Brightening Air Almost 30 years after The Weir made him the toast of Theatreland, Conor McPherson is the talk of the town again. His consummate West End revival reaffirms that Irish pub drama’s allure, he has adapted The Hunger Games for an adventurous immersive staging in Canary Wharf and his blazing Bob Dylan musical recently returned to the Old Vic. McPherson’s sprawling and mystical farmhouse saga The Brightening Air, set in 1980s County Sligo in Ireland and starring Chris O’Dowd, comes to NT at Home on 14 October. Frankenstein “The idea of a creature made of shreds of other people – well, that’s all of us, isn’t it?” Mark Bruce teases out universal truths from Mary Shelley’s gothic melodrama with his striking dance-theatre version incorporating Greek myths. On Marquee TV. 6.58: Manifesto Dance Umbrella festival is back in venues across London, with a complementary digital programme of discussions and films including this one from Andrea Peña &amp; Artists. It asks “what it mea",Stage,https://www.theguardian.com/stage/2025/oct/01/the-best-theatre-to-stream-this-month-chris-o-dowd-conor-mcpherson-wicked,"""devil wears prada"""
tv-and-radio/live/2025/oct/04/strictly-come-dancing-week-two-live,2025-10-05,Strictly Come Dancing: week two results – as it happened,"Thanks for watching along with me, fleckerl fans. Our 14 surviving pro-celebrity pairs now progress to the annual feast of fancy dress that is Movie Week – with guest mentor Cynthia Erivo from off of Wicked joining the filmic fun. The third live show airs at next Saturday at 6.05pm on BBC1. Meet you back here to whoop at the trailers and weep at the endings. In the meantime, you know the drill by now: keeeeeeep dancing! Nighty night. If you’ll indulge me for a moment, just a quick plug for your loyal liveblogger’s debut novel: a canine-themed cosy crime affair called The Dogwalkers’ Detective Agency. It’s published on Thursday 9th October by Penguin Michael Joseph, or available for preorder now. There’s £1 off the RRP via the Guardian bookshop. Any sparkly support gratefully received. This advertisement feature now ends and normal service resumes. Let’s never speak of this again. Bosh? wtrukus says of Thomas Skinner: “It’s rare that ‘too much tongue’ is a comment on a dance. And it was improved from last night.” Finally, Mike Moonlight says: “I’ve got some spare ‘Make Amy Great Again’ red baseball hats if anybody wants one...” paperview says: “Now that he’s failed Reform in a public vote, will Thomas go off and set up his own independent dance competition?” MikeMoonlight says: “BOSH! JD Vance, Lee Anderson, Nadine Dorries, Richard Littlejohn, Jim Davidson, Right Said Fred, can you hear me? Your boy took one hell of a beating.” ReclinedPotato adds: “This leaves Amy wide open for a spot on the Christmas Strictly, so not all bad.” Gardener_Maidhc says: “Not sad to see Tom go. He was a terrible dancer and his casting was a massive clanger from Strictly. The tonal mismatch between his public persona and views and what Strictly has come to stand for and promotes as its ideals was never going to work. Glad he went and the show can begin in earnest now.” YodaKnowsAll says: “Amy deserved a better dancer. She is class inside and out.” shazza2704 adds: “In the spirit of Movie ","Strictly Come Dancing: week two results – as it happened. Thanks for watching along with me, fleckerl fans. Our 14 surviving pro-celebrity pairs now progress to the annual feast of fancy dress that is Movie Week – with guest mentor Cynthia Erivo from off of Wicked joining the filmic fun. The third live show airs at next Saturday at 6.05pm on BBC1. Meet you back here to whoop at the trailers and weep at the endings. In the meantime, you know the drill by now: keeeeeeep dancing! Nighty night. If you’ll indulge me for a moment, just a quick plug for your loyal liveblogger’s debut novel: a canine-themed cosy crime affair called The Dogwalkers’ Detective Agency. It’s published on Thursday 9th October by Penguin Michael Joseph, or available for preorder now. There’s £1 off the RRP via the Guardian bookshop. Any sparkly support gratefully received. This advertisement feature now ends and normal service resumes. Let’s never speak of this again. Bosh? wtrukus says of Thomas Skinner: “It’s rare that ‘too much tongue’ is a comment on a dance. And it was",Television & radio,https://www.theguardian.com/tv-and-radio/live/2025/oct/04/strictly-come-dancing-week-two-live,"""devil wears prada"""
artanddesign/2025/oct/07/epic-impossible-images-andreas-gursky,2025-10-07,"‘Photos don’t go bigger than mine’: the epic, impossible images of the great Andreas Gursky","Andreas Gursky started out shooting mostly black and white landscapes on a handheld camera, but in the 1990s he switched, taking the pictures that he has now become famous for. Out went analogue and in came epic panoramas that were digitally stitched together, capturing in intricate detail and colour stock exchanges, factories, Amazon warehouses, 99 cent stores, Olympic skiers and the crowd at a Madonna concert. “My works,” he recalls, “were selling for more and more.” In fact, his rising status in the art world was reflected in his photographs inside Prada and Gucci stores – the former was taken while he was waiting for his wife, who was shopping there. Then, in 2011, Gursky’s 1999 colour photograph Rhein II, a horizontal vista of the river flowing across flat fields near Dusseldorf, stunned auctioneers when it fetched $4.3m (£2.7m), almost double its estimate, making it the most expensive photograph ever sold. “How do you deal with a thing like that?” he says. Rhein II held that record until 2022, when it was overtaken by Man Ray’s surrealist masterpiece Le Violin d’Ingres, which went for $12.4 million. Gursky’s huge works are incredibly complex, often taking several years to complete. On average, he finishes three a year. He makes them by taking a series of pictures, sometimes at different locations, then suturing the parts he feels fit together into one single, impossible image. Given their ambition, their complexity and their scale, Gursky’s pictures have been likened to paintings. The scale is crucial: “They’re really done as big as I can,” he says. “You can’t get bigger technically.” People may not realise how much effort goes into making them – does that bother him? He shrugs. We are speaking via Zoom but a week later we meet at White Cube Mason’s Yard in London, where he is installing his new exhibition. There is an entourage of technicians and assistants buzzing around. Although the exhibition includes just 16 pieces, Gursky says: “I don’t think I’ve ever ","‘Photos don’t go bigger than mine’: the epic, impossible images of the great Andreas Gursky. Andreas Gursky started out shooting mostly black and white landscapes on a handheld camera, but in the 1990s he switched, taking the pictures that he has now become famous for. Out went analogue and in came epic panoramas that were digitally stitched together, capturing in intricate detail and colour stock exchanges, factories, Amazon warehouses, 99 cent stores, Olympic skiers and the crowd at a Madonna concert. “My works,” he recalls, “were selling for more and more.” In fact, his rising status in the art world was reflected in his photographs inside Prada and Gucci stores – the former was taken while he was waiting for his wife, who was shopping there. Then, in 2011, Gursky’s 1999 colour photograph Rhein II, a horizontal vista of the river flowing across flat fields near Dusseldorf, stunned auctioneers when it fetched $4.3m (£2.7m), almost double its estimate, making it the most expensive photograph ever sold. “How do you deal with a thing like that?” he says. Rhein II held that reco",Art and design,https://www.theguardian.com/artanddesign/2025/oct/07/epic-impossible-images-andreas-gursky,"""prada"" AND (""luxury"" OR ""fashion"" OR ""stock"")"
thefilter/2025/oct/10/mens-autumn-wardrobe-updates-uk,2025-10-10,50 men’s autumn wardrobe updates for under £150 (some are even free),"Autumn is the best season for fashion – so as a huge menswear enthusiast, it’s been a delight to pull together this list of 50 tips and tricks to help you dress better. I’ve included great affordable pieces (and some tips that don’t require any money at all), as well as accessories, shoes, styling ideas, nifty hacks and a few grooming products. I’d recommend sticking as close to the classics as possible. What’s “in” shifts a little from season to season, but there’s a knack to choosing pieces high on the fashion agenda that also have staying power for the next time autumn rolls around. I’m talking rugby jerseys, Chelsea boots, XL overcoats and dress watches – pieces that will make your wardrobe look current but are classic enough to stand the test of time. My rule of thumb with all new purchases: if you see something you like, consider how it will fit with the rest of your wardrobe. *** The best men’s wardrobe updates for autumn and winter 2025 *** Indigo denim Indigo jeans really come into their own in the shoulder season. Not only do they go best with autumnal colours (burgundy, forest green, burnt orange), but they’re usually made of a heavy, rigid denim that feels tough enough to deal with the worst of the weather. The high street always has a strong selection of indigo denim, so there’s no need to spend a fortune on a quality pair. The best place to start is Marks &amp; Spencer, which has seriously upped its menswear game this year. If you want to dial up the fashion stakes, follow the lead of Jeremy Allen White and get a matching jacket. Relaxed straight-fit jeans £35 at M&amp;S For more, read the Filter’s guide to the best men’s jeans for every occasion *** Save with high-street cashmere If there’s one thing I’d recommend for every winter wardrobe, it’s a cashmere jumper. It’s warm, but also naturally breathable, so it regulates your temperature. This means stepping off a hot bus or tube on to a cold street won’t cause you to start pouring with sweat. Special","50 men’s autumn wardrobe updates for under £150 (some are even free). Autumn is the best season for fashion – so as a huge menswear enthusiast, it’s been a delight to pull together this list of 50 tips and tricks to help you dress better. I’ve included great affordable pieces (and some tips that don’t require any money at all), as well as accessories, shoes, styling ideas, nifty hacks and a few grooming products. I’d recommend sticking as close to the classics as possible. What’s “in” shifts a little from season to season, but there’s a knack to choosing pieces high on the fashion agenda that also have staying power for the next time autumn rolls around. I’m talking rugby jerseys, Chelsea boots, XL overcoats and dress watches – pieces that will make your wardrobe look current but are classic enough to stand the test of time. My rule of thumb with all new purchases: if you see something you like, consider how it will fit with the rest of your wardrobe. *** The best men’s wardrobe updates for autumn and winter 2025 *** Indigo denim Indigo jeans really come",The Filter,https://www.theguardian.com/thefilter/2025/oct/10/mens-autumn-wardrobe-updates-uk,"""prada"" AND (""luxury"" OR ""fashion"" OR ""stock"")"
tv-and-radio/live/2025/oct/11/strictly-come-dancing-week-three-live,2025-10-12,Strictly Come Dancing: week three results – as it happened,"Thanks for watching along with me, glitterball gang. Our 13 surviving pro-celebrity pairs – assuming Stefan Dennis is back from the sick bay – now progress to next Saturday’s mercifully un-themed live show. It airs at next Saturday at 6.30pm on BBC1. Meet you back here to rate the fundamentals and slate the fluffed footwork. In the meantime, you already know the deal: keeeeep dancing! Goodnight. Finally, fihema says: “Vito is such an amazing teacher. I know his father is a dance teacher, so perhaps he’s learnt from his family, but whoever is behind his instincts can be incredibly proud. I mean, they’re inevitably proud of him as a dancer, but his teaching ability goes above and beyond. Faces on the feet. Brilliant. What a guy.” Shazza2704 says: “Balvinder is brilliant. She will be safe but I can’t believe she is in the dance-off. She is just so beautiful and elegant.” emilyscatnaps adds: “Right. Balvinder and Jules will be getting some serious vote action next week from me. The nonsense of them being in the dance off is Not Acceptable. Humph.” girlpanic says: “I don’t know what Bruce and Len would have said about that Minecraft dance but I feel they may be spinning in their graves. Let’s never speak of this again.” SnailyWhaley says: “Well, I hope this appeals to someone because that someone isn’t me.” Strictlylounging says: “WTAF is happening in this pro dance? Has someone spiked my low-alcohol lady petrol?!” Pengolina123 adds: “Only Jojo can make wearing a cardboard box on your head look chic.” TheMathDiva says: “I think Ross has been set up to fail, just like Marianne says in her email.” AmorAmor says: “I’m deaf and even I could hear Jowita shouting at Ross there.” Gardener_Maidhc says: “This is still a dreadful dance in dreadful costumes that makes no sense. Thunderbirds Are Go-ing Home.” Lidoswimmer adds: “Ross calling Jowita his carer seems harsh. But possibly fair.” wtrukus says: “I’ve decided I was too harsh in my criticism of Cynthia Erivo last night. She’s","Strictly Come Dancing: week three results – as it happened. Thanks for watching along with me, glitterball gang. Our 13 surviving pro-celebrity pairs – assuming Stefan Dennis is back from the sick bay – now progress to next Saturday’s mercifully un-themed live show. It airs at next Saturday at 6.30pm on BBC1. Meet you back here to rate the fundamentals and slate the fluffed footwork. In the meantime, you already know the deal: keeeeep dancing! Goodnight. Finally, fihema says: “Vito is such an amazing teacher. I know his father is a dance teacher, so perhaps he’s learnt from his family, but whoever is behind his instincts can be incredibly proud. I mean, they’re inevitably proud of him as a dancer, but his teaching ability goes above and beyond. Faces on the feet. Brilliant. What a guy.” Shazza2704 says: “Balvinder is brilliant. She will be safe but I can’t believe she is in the dance-off. She is just so beautiful and elegant.” emilyscatnaps adds: “Right. Balvinder and Jules will be getting some serious vote action next week from me. The nonsens",Television & radio,https://www.theguardian.com/tv-and-radio/live/2025/oct/11/strictly-come-dancing-week-three-live,"""devil wears prada"""
fashion/2025/oct/14/how-to-dress-for-the-office-what-to-wear-spring-australia-fashion,2025-10-13,‘Polished but easy’: how to dress for the office this spring,"A few weeks ago, standing in line at a bakery in inner Sydney, the woman in front of me was wearing such a perfect spring office outfit, I took note. A calf-length black dress with cap sleeves and a cowl neck, made in dense wool. It was architectural, twisted at the waist; fitted without being skintight, and its seams revealed it was cut on the bias. She had accessorised it with an oversized black tote and black ballet flats. We walked out at the same time, so I took the opportunity to compliment her and ask where the dress was from: “Comme des Garçons,” she replied. In the spirit of abandoning heavy coats and covered-up-everything, like no other time of year, spring invites us to play with our outfits. A few weeks ago, during Milan fashion week, Prada sent barely-staying-on pinafores, softly pleated asymmetric pencil skirts and navel-grazing V-neck jumpers down the runway. The late Giorgio Armani’s final show was an ode to layers of soft tailoring: cowl necks under blazers, high-waist pleat-front pants and button-up vests. This spring, the theme is office-wear – but make it cute. Nicholas Cox, founder and director of recruitment agency The People Place, says: “People have lifted their game as offices have filled again.” In an update to the perennial smart-casual office directive, he now advises clients to look “polished but easy”. A good rule of thumb is: “If you would not wear it to a client meeting, skip it.” Some other rules he suggests office workers abide by: “No gym gear. No thongs [flip-flops]. Skip shorts or tiny skirts unless you know it is fine. Avoid see-through fabrics, loud logos and heavy fragrance.” While the death of the office siren – with her pencil skirts and blow waves – may have been decreed by gen Z, tailoring has not yet been abandoned completely. Smart jackets and blazers now feel “lived-in”, says Annie Carroll, co-founder of style newsletter Homeroom. The fit is more relaxed and the materials are textured with a fleck, a faint pinstripe or ","‘Polished but easy’: how to dress for the office this spring. A few weeks ago, standing in line at a bakery in inner Sydney, the woman in front of me was wearing such a perfect spring office outfit, I took note. A calf-length black dress with cap sleeves and a cowl neck, made in dense wool. It was architectural, twisted at the waist; fitted without being skintight, and its seams revealed it was cut on the bias. She had accessorised it with an oversized black tote and black ballet flats. We walked out at the same time, so I took the opportunity to compliment her and ask where the dress was from: “Comme des Garçons,” she replied. In the spirit of abandoning heavy coats and covered-up-everything, like no other time of year, spring invites us to play with our outfits. A few weeks ago, during Milan fashion week, Prada sent barely-staying-on pinafores, softly pleated asymmetric pencil skirts and navel-grazing V-neck jumpers down the runway. The late Giorgio Armani’s final show was an ode to layers of soft tailoring: cowl necks under blazers, high-waist",Fashion,https://www.theguardian.com/fashion/2025/oct/14/how-to-dress-for-the-office-what-to-wear-spring-australia-fashion,"""prada"" AND (""luxury"" OR ""fashion"" OR ""stock"")"
artanddesign/2025/oct/17/a-fashion-and-art-moment-how-mediums-mix-at-frieze-art-fair,2025-10-17,‘A fashion and art moment’: how mediums mix at Frieze art fair,"“When you are at the art fair, you push the fashion to be bold and experiment – no black allowed,” says Belma Gaudio, at the opening of Frieze art fair in London. Gaudio is the founder of fashion boutique Koibird and an art collector, and carries a bright green Hermès bag, and her own knitted co-ords with pictures of insects to make her point. Fashion and art are familiar bedfellows but the relevance of fashion at Frieze, where more than 300 galleries and artists ranging from Lauren Halsey to Gilbert &amp; George display works, has grown over the last decade. Crucially, unlike fashion week where an invite is essential, anyone can go along to Frieze – if they pay about £60 for a ticket. This “real people” factor is catnip for fashion street style. At the fair this October, the crowd mixed neutrals with pops of colour. The art crowd are often well-heeled, so the signs of the super-rich – Birkin bags, discreet cosmetic surgery and even fur coats – were in evidence, alongside a stylish, creative crowd. Attention-grabbing outfits mixed with fashion-literate but more low-key looks. Charlene Prempeh, the founder of creative agency A Vibe Called Tech, is wearing all-black – but the sculptural shapes ensure her outfit fits in. “There’s very few occasions where you can get dressed up for a day event,” she says. “That’s what the fair facilitates.” Too many overt blue-chip symbols turn some of the crowd off. Osman Ahmed, a writer wearing a Prada skirt and Alaïa bag, says he tones his look down at Frieze: “When there’s so much wealth and status signifiers in the room, I don’t want to be associated with that.” Fashion brands, however, perhaps see an opportunity. Dunhill, Stone Island, Loewe and Nanushka are partners, meaning their branding will appear at the fair. Talking to the Financial Times, both Dunhill and department store Dover Street Market said they often saw increased footfall during Frieze week. “[It] is both a fashion and art moment,” says Gaudio. Koibird launched a c","‘A fashion and art moment’: how mediums mix at Frieze art fair. “When you are at the art fair, you push the fashion to be bold and experiment – no black allowed,” says Belma Gaudio, at the opening of Frieze art fair in London. Gaudio is the founder of fashion boutique Koibird and an art collector, and carries a bright green Hermès bag, and her own knitted co-ords with pictures of insects to make her point. Fashion and art are familiar bedfellows but the relevance of fashion at Frieze, where more than 300 galleries and artists ranging from Lauren Halsey to Gilbert &amp; George display works, has grown over the last decade. Crucially, unlike fashion week where an invite is essential, anyone can go along to Frieze – if they pay about £60 for a ticket. This “real people” factor is catnip for fashion street style. At the fair this October, the crowd mixed neutrals with pops of colour. The art crowd are often well-heeled, so the signs of the super-rich – Birkin bags, discreet cosmetic surgery and even fur coats – were in evidence, alongside a stylish, cr",Art and design,https://www.theguardian.com/artanddesign/2025/oct/17/a-fashion-and-art-moment-how-mediums-mix-at-frieze-art-fair,"""prada"" AND (""luxury"" OR ""fashion"" OR ""stock"")"
culture/2025/oct/18/champagne-celebs-and-artefacts-british-museum-hosts-first-lavish-pink-ball-fundraiser,2025-10-18,"Champagne, celebs and artefacts: British Museum hosts first lavish ‘pink ball’ fundraiser","There will be champagne, of course, and dancing, fine Indian food served alongside the Parthenon marbles and cocktails mixed in front of the Renaissance treasures of the Waddesdon bequest. And everywhere – from the lights illuminating the Greek revival architecture, to the carpet on which guests arrive, to the glamorous outfits they are requested to wear – a very particular shade of pink. When the British Museum throws open its doors on Saturday evening for its first “pink ball”, it will not only be hosting an enormous and lavish party, but also inaugurating what its director, Nicholas Cullinan, has called a “flagship national event” that he hopes will become as important to his institution’s finances as it will to the London elite’s social calendar. Eight hundred invited guests have each paid £2,000 to party alongside some of the world’s most sensational artefacts and a roll call of bigwigs from the worlds of fashion, art and culture: Naomi Campbell and Alexa Chung, Miuccia Prada and Manolo Blahnik, Sir Steve McQueen and Sir Grayson Perry and Dame Kristin Scott Thomas. As well as glitz, however, there will be brass. The event is co-chaired by Isha Ambani, a multi-hyphenate Indian “businesswoman, philanthropist and arts patron”, who also happens to be the daughter of Asia’s richest man. Mukesh Ambani’s energy and petrochemicals conglomerate, Reliance Industries, sponsored the museum’s current (pink-hued) exhibition on Ancient India. Ambani and Cullinan, a celebrated networker, have mined their contacts books: also listed as “committee members” for the event are Kumar Mangalam Birla, the billionaire chair of the Indian manufacturing conglomerate Aditya Birla Group, Rajeeb Samdani, a Bangladeshi industrialist and art collector, and the “lifestyle entrepreneur” Eiesha Bharti Pasricha, the daughter of the Indian billionaire industrialist Sunil Bharti Mittal. It is they, alongside a long list of other business people, arts patrons and investors, who organisers hope will ","Champagne, celebs and artefacts: British Museum hosts first lavish ‘pink ball’ fundraiser. There will be champagne, of course, and dancing, fine Indian food served alongside the Parthenon marbles and cocktails mixed in front of the Renaissance treasures of the Waddesdon bequest. And everywhere – from the lights illuminating the Greek revival architecture, to the carpet on which guests arrive, to the glamorous outfits they are requested to wear – a very particular shade of pink. When the British Museum throws open its doors on Saturday evening for its first “pink ball”, it will not only be hosting an enormous and lavish party, but also inaugurating what its director, Nicholas Cullinan, has called a “flagship national event” that he hopes will become as important to his institution’s finances as it will to the London elite’s social calendar. Eight hundred invited guests have each paid £2,000 to party alongside some of the world’s most sensational artefacts and a roll call of bigwigs from the worlds of fashion, art and culture: Naomi Campbell and Alexa Chung, Miuccia Prada and ",Culture,https://www.theguardian.com/culture/2025/oct/18/champagne-celebs-and-artefacts-british-museum-hosts-first-lavish-pink-ball-fundraiser,"""prada"" AND (""luxury"" OR ""fashion"" OR ""stock"")"
